title,description,description_bottom,category
"Canon ImageFORMULA DR-C225W II Office Document Scanner 3259C002, Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Stay organized: Easily convert your paper documents into digital formats (searchable PDF, JPG, and more) or scan directly to the cloud (Dropbox, Google Drive, OneDrive, Box, QuickBooks Online, Evernote, SharePoint, and more) Space saving design: Upright, with top feed and top eject, and a built-in cable organization system Reliably handles many different document types: Receipts, photos, business cards, plastic or embossed cards, reports, contracts, long documents, thick or thin documents, and more Fast and efficient: Scans both sides of a document at the same time, in color, at up to 25 pages per minute, with a 30 sheet automatic feeder, and one touch operation Broad compatibility: Supports Windows, Mac, iOS, and Android; TWAIN driver also included Bundled software: Powerful, yet easy to use scanning software, as well as a business card organizer and a tool for businesses to create, view, edit, convert, and collaborate with PDF files USB and Wi-Fi capability: Allows the scanner to be used with desktop computers, smartphones or tablets, and shared among multiple users Backed by a three year and US based technical support",,scanners
Cleaning Cards for Canon CR-Series Check Scanners (Box of 15),"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Remove dirt and ink buildup easily with a Canon approved cleaning card Ensure consistent check processing on every scan Developed with Canon to remove endorsement ink, residue, paper flash and other debris left behind from normal operation on Canon check scanners Cleans reading units, feed rollers, MICR read head and pathways within the CR-Series check scanners For Canon check transport models CR-25, CR-55, CR-135i, CR-180, CR-180ii and CR-190",,scanners
"Epson DS-730N Network Color Document Scanner, 100-page Auto Document Feeder (ADF), Duplex Scanning","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fast scan speeds, from a leader in image capturing technology — up to 40 ppm/80 ipm(1); 1-pass duplex scanning Scan and send with one touch — three dedicated Quick Send buttons with registered presets allow users to scan and send without using a PC (3) Built-in network interface for easy workgroup sharing — send scans to any computer on the network (3) Designed for dependability — enhanced features including Paper Protection, Dirt Detection and a peak daily duty cycle of up to 4,500 sheets (2) Scan to online storage accounts (4), email and more — scan directly to a network folder, FTP/FTPS and SharePoint Easily scan stacks of documents — 100-page Auto Document Feeder (ADF) and color LCD display panel Industry-leading service and support — 3-year limited warranty with Advance Exchange program, including free Next-Business-Day shipping (6) Effortlessly manage documents and create searchable PDFs — save them to cloud service accounts (4) or create editable files; OCR software with included Document Capture Pro Seamless compatibility with document management systems — includes TWAIN and ISIS drivers for easy integration with existing software Versatile paper handling — scan business/ID cards, single sheets and folded pages up to 11"" x 17"" (5) Show more",,scanners
Epson DS-410 Document Scanner,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Epson DS-410 Document Scanner EPSB11B249201 Each",,scanners
"Epson WorkForce ES-300W Wireless Color Portable Document Scanner with ADF for PC and Mac, Sheet-fed and Duplex Scanning","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Wirelessly scan to your smartphone, tablet or computer plus online cloud storage accounts 2, PC and Mac compatible Fastest scan speeds in its class1, up to 25 ppm/50 ipm(3), Single-Step Technology captures both sides in one pass Total portability, choose from AC, rechargeable battery or USB power(4), wherever your business takes you Quick batch scanning for stacks of paper, 20-page Auto Document Feeder Powerful software included, easy scanning with intuitive Epson ScanSmart Software(2), preview, email, upload and more, automatic file naming and object recognition save time Compatible with most office software, the included TWAIN driver allows for easy connection to most document management software Built-in Nuance Optical Character Recognition (OCR), create searchable PDFs and editable Word and Excel files Easy sharing and collaboration, email or upload to popular cloud storage services(2) such as Dropbox, Evernote, Google Drive Versatile scanning, scan 2-sided documents, receipts, business cards, plastic IDs and more Intelligent color and image adjustments, auto crop, skew correction, blank page and background removal with Epson Image Processing Technology Show more",,scanners
"Canon imageFORMULA DR-C225 II Scanner Small Business Edition Powered by Receipt Bank, Auto Data Entry, Supports QuickBooks and Other Major Accounting and Bookkeeping Software","This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Stay organized: Easily covert your paper documents into digital formats (searchable PDF, JPG, and more) or scan directly to the cloud (Dropbox, Google Drive, OneDrive, Box, QuickBooks Online, Evernote, SharePoint, and more) Receipt Bank: Stop wasting valuable time on data entry, payments, and filing. Get back in control within minutes with all the tools you need to capture, upload, and track your cash flow – all in one app. Includes one year license Receipt Bank software, with Business Plus level included. Reliably handles many different document types: Receipts, photos, business cards, plastic or embossed cards, reports, contracts, long documents, thick or thin documents, and more Fast and efficient: Scans both sides of a document at the same time, in color, at up to 25 pages-per-minute, with a 30 sheet automatic feeder, and one-touch operation. Broad compatibility: Supports Windows and Mac; TWAIN driver also included.",,scanners
"ES-300WR Wireless Color Portable Duplex Document Scanner Accounting Edition for PC and Mac, Auto Document Feeder (ADF)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Wirelessly scan to your smartphone, tablet or computer — plus online cloud storage accounts (3); PC and Mac compatible Premium accounting features (2) — automatically extract data from receipts and invoices, and export to QuickBooks Online or Excel. Fastest scan speeds in its class (1) — up to 25 ppm/50 imp (4); Single-Step Technology captures both sides in one pass. Total portability — choose from AC, battery or USB power (5), wherever your business takes you. Versatile scanning — scan 2-sided documents, receipts, invoices, business cards/IDs and more; 20-page Auto Document Feeder for quick batch scanning.",,scanners
Canon imageFORMULA R50 Office Document Scanner for PC and Mac - Color Duplex Scanning - Connect with USB Cable or Wi-Fi Network - LCD Touchscreen - Auto Document Feeder - Easy Setup - (4823C001AA),"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) EASY TO USE – Large color touchscreen makes for easier selection of scan jobs and shortcuts, as well as streamlined settings navigation FLEXIBLE CONNECTIVITY – Built-in SuperSpeed+ USB and Wi-Fi network connectivity, allowing local and networked use, plus sharing among multiple users FAST AND EFFICIENT – Scans both sides of a document at the same time, in color, at up to 40 pages-per-minute, and with a 60 sheet automatic feeder (ADF), high-speed connectivity, and an onboard image processing CPU BUNDLED SCANNING SOFTWARE – Powerful Canon CaptureOnTouch scanning software is already included (Windows and Mac) HIGH-QUALITY IMAGING – Can enhance scanned text, rotate images to the proper orientation, straighten skewed images, automatically adjust output resolution, remove blank pages, and more, to improve readability, minimize document sort time, and reduce file size Paper size: 8.5 x 11",,scanners
Canon 0651C002 ImageFORMULA DR-C240 Office Document Scanner,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Stay organized: Easily convert your paper documents into digital formats (searchable PDF, JPG, and more) or scan directly to the cloud (Dropbox, Google Drive, OneDrive, Box, QuickBooks Online, Evernote, SharePoint, and more) Reliably handles many different document types: Passports, receipts, photos, business cards, plastic or embossed cards, reports, contracts, long documents, thick or thin documents, and more Fast and efficient: Scans both sides of a document at the same time, in color, at up to 45 pages-per-minute, with a 60 sheet automatic feeder, and one-touch operation Broad compatibility: Supports Windows and Mac; TWAIN driver also included Bundled software: Powerful, yet easy-to-use scanning software, as well as a tool for businesses to create, view, edit, convert, and collaborate with PDF files, and Kofax VRS to reduce the time involved in manual document preparation and automatically enhance the quality of scanned images Backed by a one-year warranty and US-based technical support",,scanners
"Epson DS-770 Document Scanner: 45 ppm, TWAIN & ISIS Drivers, 3-Year Warranty with Next Business Day Replacement","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fast scan speeds: up to 45 ppm/90 ipm (1); 1-pass duplex scanning. Industry-leading service and support: 3-year limited with Advance Exchange program, including free Next-Business-Day shipping (4). Seamless compatibility: includes TWAIN and ISIS drivers for easy integration with existing software. Easily scan stacks of documents: 100-page Auto Document Feeder (ADF). Designed for dependability: peak daily duty cycle of up to 5, 000 sheets (2).",,scanners
"Epson DS-1630 Document Scanner: 25ppm, TWAIN & ISIS Drivers, 3-Year Warranty with Next Business Day Replacement","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Versatile scanning: auto-duplex scanning through the Auto Document Feeder (ADF), plus a flatbed for photo IDs, passports, fragile items and more. Scan stacks of documents up to 25 ppm: features a 50-page ADF. Standard Connectivity : (RJ-45, 10BaseT/100BaseTX) 3-year limited warranty: includes Advance Exchange with free Next-Business-Day Replacement (4) to minimize downtime . Seamless compatibility: includes TWAIN and ISIS drivers for easy integration with existing software. Scan to online storage accounts: intuitively scan to Dropbox, SharePoint, Evernote and Google Drive with Epson Document Capture software. Intelligent color and image adjustments — auto crop, skew correction, blank page and background removal with Epson Image Processing Technology Scan originals in a variety of sizes — up to 8.5"" x 11.7"" on the flatbed and up to 8.5"" x 14"" using the ADF",,scanners
Canon ImageFORMULA DR-M160II Office Document Scanner,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fast and efficient: Scans both sides of a document at the same time, in color, at up to 60 pages-per-minute, with a 60 sheet automatic feeder, and one-touch operation Reliably handles many different document types: Receipts, photos, business cards, plastic or embossed cards, reports, contracts, long documents, thick or thin documents, and more Usage: Ideal for healthcare, financial services, government, and other paper-intensive environments Broad compatibility: Windows TWAIN and ISIS drivers included Bundled software: Powerful, yet easy-to-use scanning software, as well as Kofax VRS Elite to reduce the time involved in manual document preparation and automatically enhance the quality of scanned images Backed by a one-year warranty and US-based technical support",,scanners
Canon ImageFORMULA P-215II Mobile Document Scanner,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Stay organized: Easily convert your paper documents into digital formats (searchable PDF, JPG, and more) or scan directly to the cloud (Dropbox, Google Drive, OneDrive, Box, QuickBooks Online, Evernote, SharePoint, and more) Convenient and portable: Use anywhere, from home offices, classrooms, remote offices, and anywhere in between Handles many different document types: Receipts, photos, business cards, plastic or embossed cards, reports, long documents, and more Fast and efficient: Scans both sides of a document at the same time, in color, at up to 15 pages-per-minute, with a 20 sheet automatic feeder Broad compatibility: Supports Windows and Mac; TWAIN driver also included Bundled software: Powerful, yet easy-to-use scanning software, as well as a business card organizer and a document manager Backed by a one-year warranty and US-based technical support Broad compatibility: Supports Windows and Mac (MAC OS 10. 13, 10. 14, and 10. 15 with the latest Canon driver and Canon CaptureOnTouch software); TWAIN driver also included",,scanners
"Epson RapidReceipt RR-600W Wireless Desktop Color Duplex Receipt and Document Scanner with Receipt Management and PDF Software for PC and Mac, Touchscreen and Auto Document Feeder (ADF)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Receipt management software included — no subscription required; automatically and accurately extracts and categorizes key data from receipts Easily integrate with your financial software of choice — export receipt data to QuickBooks, Quicken, TurboTax, Excel, CSV and more (1) Ultimate connectivity — wireless (2.4 and 5 GHz) scanning, plus USB 3.0 port Easily scan large batches — robust 100-page Auto Document Feeder accommodates stacks of papers of varying sizes, up to 8.5"" x 240"" Quickly scan two sides at once — single-step technology captures both sides of a sheet of paper in one pass as fast as 35 ppm/70 ipm (2) Scan directly to a USB memory drive — intuitive 4.3"" touchscreen and convenient USB port; no computer required Organize business contacts — easily scan business cards and manage contact information with the included NewSoft Presto! BizCard bonus software Create editable and searchable PDFs — includes Kofax Power PDF for Windows and PDF Converter for Mac bonus software Scan to your destination of choice — cloud storage services such as Dropbox, Evernote, Google Drive and OneDrive; included TWAIN driver for easy integration to most document management software Enjoy amazing image quality — intelligent image adjustments with automatic cropping, blank page deletion, background removal, dirt detection, paper skew correction and staples protection Show more",,scanners
"Epson DS-320 Mobile Scanner with ADF: 25ppm, TWAIN & ISIS Drivers, 3-Year Warranty","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fastest In Its Class: 25 ppm/50 ipm scan speeds; Color and duplex - scans both sides in just one pass. Reliable: 3-Year warranty with free next business day replacement. Operating Systems:Windows 7, 8/8.1, 10,Mac OS X 10.6.8 – 10.12.x Portable: Can be powered via USB 3.0 or AC;Versatile scanning 20-page Automatic Document Feeder and front loader for plastic cards, IDs, business cards, receipts. Seamless Integration: Compatible with your software - comes with both TWAIN and ISIS drivers..Color Bit Depth: 48-bit input/24-bit output",,scanners
"Epson WorkForce ES-200 Color Portable Document Scanner with ADF for PC and Mac, Sheet-fed and Duplex Scanning","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fastest scan speeds in its class (1) — up to 25 ppm/50 ipm (2); Single-Step Technology captures both sides in one pass. Versatile scanning — scan 2-sided documents, receipts, business cards, plastic IDs and more. Convenient portability — use AC power, or if there’s no outlet, USB power (4) from your computer. Quick batch scanning for stacks of paper — 20-page Auto Document Feeder. Powerful software included — easy scanning with intuitive Epson ScanSmart Software (3); preview, email, upload and more; automatic file naming and object recognition save time.",,scanners
"Canon CanoScan Lide 300 Scanner, 1.7"" x 14.5"" x 9.9""","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Scan documents quickly and easily with fast scanning up to 10 seconds Digitize documents and images thanks to 2400 x 2400 dpi resolution, and with image enhancements, such as fade correction and dust reduction, your photos will continue to look great Enjoy ease of use with 4 'EZ' buttons. With auto scan mode, the Scanner automatically detects what you're scanning; Built in PDF button, easily scans and saves pdf's that are editable and searchable",,scanners
"Epson Perfection V19 Color Photo & Document Scanner with scan-to-cloud & 4800 dpi optical resolution , Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Everyday scanning for photos and documents — 4800 dpi optical resolution (1) for amazing clarity and detail. Scan and share on cloud services (3) — includes Epson Easy Photo Scan software for scanning to Evernote and more Fast speeds — scan letter-sized documents in as few as 10 seconds Easy-to-use buttons — scan to email or create PDFs. Save space — built-in kickstand for vertical placement. USB powered — no AC adapter required",,scanners
"Epson Workforce ES-580W Wireless Color Duplex Desktop Document Scanner for PC and Mac with 100-sheet Auto Document Feeder (ADF) and Intuitive 4.3"" Touchscreen","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Easy wireless scanning — large 4.3"" touchscreen and wireless connectivity allow you to easily scan to smartphones, tablets, computers and online cloud storage accounts (1) from your desktop, scanner LCD or Epson Smart Panel mobile app (3) Quickly scan stacks of paper — robust 100-sheet Auto Document Feeder easily accommodates multiple paper types and sizes in one batch Easy sharing and collaboration — save directly to a USB drive; email or upload to popular cloud storage services (1) such as Dropbox, Evernote, Google Drive and OneDrive; no computer required Get organized in a snap — scan up to 35 ppm/70 ipm (2); Single-Step Technology captures both sides in one pass Simplified file management — create searchable PDFs with Optical Character Recognition (OCR); convert scanned documents to editable Word and Excel files Powerful software included — easy scanning with intuitive Epson ScanSmart Software (1); preview, email, upload to cloud and more; automatic file naming saves time Seamless integration with most software solutions — the included TWAIN driver allows for easy connection to most document management software Intelligent color and image adjustments — auto crop, blank page deletion, background removal, dirt detection and paper-skew correction with Epson Image Processing Technology Reliable paper feeding system — Ultrasonic Double Feed Detection prevents missing pages; Paper Protection prevents damage from staples Versatile scanning of everyday documents — scan extra-long pages up to 240"", business/ID cards and more Show more",,scanners
Epson Perfection V850 Pro scanner,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Pro quality color & detail - get unparalleled scans W/ 6400 dpi resolution & Adv Remarkable tonal range - 4.0 Dmax for smooth gradations & fine Shadow detail Exclusive dual lens system - selects from 2 lenses for optimum results Operating systems: Windows 8.1, Windows 8, Windows 7, Windows Vista, Windows XP, Windows XP professional x64 Edition and Mac OS X 10.6.X, 10.7.X, 10.8.X, 10.10.X",,scanners
"Canon imageFORMULA R10 Portable Document Scanner, 2-Sided Scanning with 20 Page Feeder, Easy Setup For Home or Office, Includes Software, (4861C001)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) STAY ORGANIZED – Easily convert your paper documents into digital formats like searchable PDF files, JPEGs, and more CONVENIENT AND PORTABLE –lightweight and small in size, you can take the scanner anywhere from home offices, classrooms, remote offices, and anywhere in between HANDLES VARIOUS MEDIA TYPES – Digitize receipts, business cards, plastic or embossed cards, reports, legal documents, and more FAST AND EFFICIENT – No technical hurdles or complicated setups here; easily scan both sides of a document at the same time, in color or black-and-white, at up to 12 pages-per-minute, and with a 20 sheet automatic feeder BROAD COMPATIBILITY – Works with both Windows and Mac devices, be it laptop or computer BUILT-IN SOFTWARE – Use your scanner with ease as the powerful scanning software is already built-in, requires no installation, and updates automatically PREVIEW YOUR SCANS – Adjust and organize your scanned files as you edit, straighten, and trim your files or create buttons with custom scanning settings and destinations HIGH-QUALITY IMAGING – Leveraging the same technology used in Canon’s camera products, you’ll save great-looking output in color, black-and-white, or grayscale SUSTAINABLE DESIGN – Save energy and the environment with a scanner that meets ENERGY STAR guidelines This product is not intended for scanning photographs on photo paper / photographic media Show more",,scanners
"Canon ImageFORMULA DR-C225 II Office Document Scanner, Black - 3258C002","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Stay organized: Easily convert your paper documents into digital formats (searchable PDF, JPG, and more) or scan directly to the cloud (Dropbox, Google Drive, OneDrive, Box, QuickBooks Online, Evernote, SharePoint, and more) Space saving design: Upright, with top feed and top eject, and a built in cable organization system. Supported Operating Systems - Windows 7/8/8.1/10 Service Pack 1 or later (32-bit/64-bit) or later, Windows Server 2008 R2 2012/R2 2016 Service Pack 1 or later. MAC - 10.11 Reliably handles many different document types: Receipts, photos, business cards, plastic or embossed cards, reports, contracts, long documents, thick or thin documents, and more Fast and efficient: Scans both sides of a document at the same time, in color, at up to 25 pages per minute, with a 30 sheet automatic feeder, and one touch operation Broad compatibility: Supports Windows and Mac; TWAIN driver also included Bundled software: Powerful, yet easy to use scanning software, as well as a business card organizer and a tool for businesses to create, view, edit, convert, and collaborate with PDF files Backed by a 3 years and US based technical support",,scanners
"Epson Perfection V600 Color Photo, Image, Film, Negative & Document Scanner","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Create extraordinary enlargements from film: 6400 x 9600 dpi for enlargements up to 17 Inches x 22 Inches. Maximum Scan Area 8.5 x 11.7 inches. TPU 2.7 x 9.5 inches Remove the appearance of dust and scratches from film: Digital ICE for Film Remove the appearance of tears and creases from photos: Digital ICE for prints Restore faded color photos with one touch: Epson easy photo fix included Scan slides, negatives and medium format panoramic film: Built in transparency unit Achieve greater productivity: Energy efficient Ready Scan LED light source means no warm up time, faster scans and lower power consumption Convert scanned documents into editable text: ABBYY FineReader Sprint Plus OCR Take your photos further: ArcSoft PhotoStudio included, to help edit and enhance your digital images Quickly complete any task: Instantly scan, copy, scan to email and create PDFs with four customizable buttons Show more",,scanners
"Epson Perfection V39 Color Photo & Document Scanner with Scan-To-Cloud & 4800 Optical Resolution, Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) High quality scanning for photos and documents : 4800 dpi optical resolution (1) for amazing clarity and detail Preserve priceless memories: Restore, archive and share family photos for generations to come Scan to Google Drive and other cloud services (2): Epson Document Capture Pro and Easy Photo Scan software included Convenient: Easy to use buttons for scan jobs, plus a space saving built in kickstand for vertical placement Scan over sized prints, documents and artwork : ArcSoft Scan n Stitch Deluxe 2 included (3) Restore color to faded photos: With one click, Easy Photo Fix technology makes it simple Scan books and photo albums: High rise, removable lid Remove dust from scanned photos : Advanced Digital Dust Correction Convert scanned documents into editable text: Optical Character Recognition (OCR) software included USB powered: No AC adapter required Show more",,scanners
"Epson Workforce ES-400 II Color Duplex Desktop Document Scanner for PC and Mac, with Auto Document Feeder (ADF) and Image Adjustment Tools","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Get organized in a snap — scan up to 35 ppm/70 ipm (1); Single-Step Technology captures both sides in one pass Quickly scan stacks of paper — robust 50-sheet Auto Document Feeder easily accommodates multiple paper types and sizes in one batch Powerful software included — easy scanning with intuitive Epson ScanSmart Software (2); preview, email, upload to the cloud and more; automatic file naming saves time Seamless integration with most software solutions — the included TWAIN driver allows you to easily incorporate your data into most document management software Easy sharing and collaboration — email or upload to popular cloud storage services (2) such as Dropbox, Evernote, Google Drive and OneDrive Simplified file management — create searchable PDFs with included Optical Character Recognition (OCR); convert scanned documents to editable Word and Excel files Intelligent color and image adjustments — auto crop, blank page skip, background removal, dirt detection and paper-skew correction with Epson Image Processing Technology Reliable paper feeding system — Ultrasonic Double Feed Detection helps prevent missing pages; Paper Protection helps prevent damage from staples Versatile scanning of everyday documents — scan extra long pages up to 240"", business/ID cards, contracts and more Optional flatbed dock – pair an Epson flatbed scanner for scanning photos or thicker media (3) Show more",,scanners
"Epson Workforce ES-500W II Wireless Color Duplex Desktop Document Scanner for PC and Mac, with Auto Document Feeder (ADF) and Scan from Smartphone or Tablet","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Easy wireless scanning — scan to smartphones, tablets, computers and online cloud storage accounts (1) from your desktop, smartphone or tablet using the Epson Smart Panel mobile app (3) Get organized in a snap — scan up to 35 ppm/70 ipm (1); Single-Step Technology captures both sides in one pass Quickly scan stacks of paper — robust 50-sheet Auto Document Feeder easily accommodates multiple paper types and sizes in one batch Powerful software included — easy scanning with intuitive Epson ScanSmart Software (2); preview, email, upload to the cloud and more; automatic file naming saves time Seamless integration with most software solutions — the included TWAIN driver allows you to easily incorporate your data into most document management software Easy sharing and collaboration — email or upload to popular cloud storage services (2) such as Dropbox, Evernote, Google Drive and OneDrive Simplified file management — create searchable PDFs with included Optical Character Recognition (OCR); convert scanned documents to editable Word and Excel files Intelligent color and image adjustments — auto crop, blank page skip, background removal, dirt detection and paper-skew correction with Epson Image Processing Technology Reliable paper feeding system — Ultrasonic Double Feed Detection prevents missing pages; also prevents damage from staples Versatile scanning of everyday documents — scan extra long pages up to 240"", business/ID cards, contracts and more Show more",,scanners
"KODAK SCANZA Digital Film & Slide Scanner - Converts 35mm, 126, 110, Super 8 & 8mm Film Negatives & Slides to JPEG - Includes Large Tilt-Up 3.5"" LCD, Easy-Load Film Inserts, Adapters & More","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) FILM TO JPEG IN SECONDS – Powerful 14/22MP KODAK Film Scanner Converts Old 35mm, 126, 110, Super 8 & 8mm Negatives & Slides to JPEG Digital Files - NOTE; THE SCANZA WILL NOT CONVERT FILMS OTHER THEN 35mm, 126, 110, Super 8 & 8mm Negatives LARGE, BRIGHT 3.5” TFT LCD – High Definition Built-In Color Display Features Adjustable Brightness & Convenient Tilt for Easy Operation & Image Viewing AN ADAPTER FOR EVERYTHING – Unit Arrives w/Multiple Film Inserts & Adapters for Fast, Flexible Operation; Big One-Touch Buttons Allow for One-Step Scan & Save INTUITIVE USER INTERFACE – Includes Helpful Tray & Insert Directory; Easily Edit Image RGB & Resolution, Browse Gallery [SD Card NOT Included, supports up to 128GB] & More CABLES & EXTRAS INCLUDED – Mac & PC Compatible Converter Comes w/USB Power Cable, HDMI Cable, AC Adapter, Video Cable & FREE Film Cleaning Brush. Use the included brush to also clean the light box of dust and speckles, to avoid marks on the scanned images.",,scanners
"Epson FastFoto FF-680W Wireless High-Speed Photo and Document Scanning System, Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) World’s Fastest Personal Photo Scanner(1) scan thousands of photos as fast as 1 photo per second at 300 dpi(2) Preserve your priceless photos safe touch technology for worry free scanning upto 8.5 inches wide, plus postcards, Polaroid photos and panoramas Second Generation Epson Fast Foto Software Scan, Restore, Organize and Share precious memories; Offers intelligent file organization tools Flexible scanning offers modes for easy sharing (300 dpi), archiving (600 dpi TIFF) and enlarging (1200 dpi(4)); Handles multiple sizes in one batch Powerful Document Scanning includes Epson ScanSmart Software with OCR; Scan receipts, tax records, wills and more, upto 45 ppm/90 ipm(5) Easy to Connect includes both USB and wireless connectivity for flexible placement; Perfect picture imaging system bring new life to old photos with auto enhancement, color restoration, red eye reduction, de skew, crop, rotate Easy Auto Upload and Backup instantly share your memories as you scan via Dropbox and Google Drive Single Step Technology capture both the image and any handwritten notes on the back in a single scan; Operating Temperature: 41degree to 95 degree F (5 degree to 35 degree C)",,scanners
Epson WorkForce ES-50 Portable Sheet-Fed Document Scanner for PC and Mac,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fastest and lightest mobile single sheet fed document scanner in its class(1) small, portable scanner ideal for easy, on the go scanning Fast scans a single page in as fast as 5.5 seconds(2) Versatile paper handling scans documents upto 8.5 x 72 inches, as well as ID cards and receipts Smart tools to easily scan and organize documents Epson ScanSmart Software(3) makes it easy to scan, review and save USB powered connect to your computer; No batteries or external power supply required Includes Nuance OCR create searchable PDFs and editable Word and Excel files Scan to the cloud(4) scan files directly to online storage accounts with the included software Compatible with Windows and Mac works with your existing system; Twain driver included Included Twain driver compatible with virtually any imaging software Automatic feeding mode combine multi page scans into one file; Scanner automatically accepts each new sheet as it’s inserted Show more",,scanners
KODAK Mobile Film Scanner - Fun Novelty Scanner Lets You Scan and Play with Old 35mm Films & Slides Using Your Smartphone Camera - Cardboard Platform & Eco-Friendly Toy LED Backlight,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) SEE YOUR OLD MEMORIES COME TO LIFE | Cool Tabletop Film Scanner Lets You View Old Negatives & Slide Positives with Your Smartphone | Just Scan & Save to Share with Friends! | Includes Collapsible Cardboard Platform/Film Tray & Battery- Powered LED Backlight for Subtle Illumination & Eco-Friendly Functionality ALL YOUR OLD PHOTO TYPES | No More Complicated Scanning Devices or Expensive Digitization Services! | Fun, Cutesie Little Box Lets You Play Around for Hours Without the Headache of Professional Conversion | Compatible with 35mm Color Film Negatives, 35mm Black & White Film Negatives & 35mm Color Slides GREAT FOR EXPERIMENTATION | Thinking About Converting Your Old Photos for Real? | Our Affordable Scanner is Mostly for Play, But Has Lots of Working Features You Can Use to Practice | Includes Free Android App for Scanning, Editing & Sharing, Internal LED Backlight, Tray for Slides/Films & Scan Platform for Smartphone - CONVENIENT COLLAPSING DESIGN | Platform & Tray Fold Out & Break Down Into CONVENIENT COLLAPSING DESIGN | Platform & Tray Fold Out & Break Down Into the Size of a Small Box for Effortless Storage & Travel | Perfect Portable Companion for a Fun Afternoon with Mom, Grandma or Kids| Cardboard Construction Keeps Things Light—a Great Nostalgic Gift for People of All Ages, No Tech Savvy Required SUPER EASY TO OPERATE | Load Film Onto the Tray, Place Your Lens Over the Hole & Tap the Screen to Focus & Capture | Note: Resolution Will Vary Depending on Slide & Camera Quality | If Images Come Out Blurry, Remember to Tap the Screen to Auto-Focus—and Keep Trying! This is Just a Toy, But Great Pics are Possible!",,scanners
