product_name,description,category,subcategory
Finger's USB Fan Cum Power bank Black New USB USB Fan,Buy Finger's USB Fan Cum Power bank Black New USB USB Fan for Rs.849 online. Finger's USB Fan Cum Power bank Black New USB USB Fan at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Fan
Techone+ Flexible SE122014-VIOLET USB Led Light,"Techone+ Flexible SE122014-VIOLET USB Led Light (Violet)
                         Price: Rs. 949
				
			Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.
Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.","[""Computers ",Led Light
Techone+ Portable SE122104-ORANGE USB Led Light,"Techone+ Portable SE122104-ORANGE USB Led Light (Orange)
                         Price: Rs. 949
				
			Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.
Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.","[""Computers ",Led Light
Orcel Good Quality Portable Flexible USB USB Fan,Buy Orcel Good Quality Portable Flexible USB USB Fan for Rs.229 online. Orcel Good Quality Portable Flexible USB USB Fan at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Fan
Memore Portable MMULL-Pink USB Led Light,"Memore Portable MMULL-Pink USB Led Light (Pink)
                         Price: Rs. 199
				
			1. 100% Brand New And High Quality. 2. Perfect Fit For Reading. 3. Light Weight And Durable Cover. 4. Portable And Multiple Choice Of Color. 5. Flexible And Easy Clean. 6. Rated Voltage: 5v 7. Rated Power: 1.2w 8. Size: 170*18.5*9mm 9. Can Be Use On Any Where,Powered By Any Devices With Usb Port 10. Ultra Bright With Low Power Consumption 11. Unique Bendable Design,Also Has Light Weight 12. Material: Silicone
1. 100% Brand New And High Quality. 2. Perfect Fit For Reading. 3. Light Weight And Durable Cover. 4. Portable And Multiple Choice Of Color. 5. Flexible And Easy Clean. 6. Rated Voltage: 5v 7. Rated Power: 1.2w 8. Size: 170*18.5*9mm 9. Can Be Use On Any Where,Powered By Any Devices With Usb Port 10. Ultra Bright With Low Power Consumption 11. Unique Bendable Design,Also Has Light Weight 12. Material: Silicone","[""Computers ",Led Light
Iconnect World 7.1 Virtual Channel 3D Audio Adapter USB Sound Card,Buy Iconnect World 7.1 Virtual Channel 3D Audio Adapter USB Sound Card for Rs.509 online. Iconnect World 7.1 Virtual Channel 3D Audio Adapter USB Sound Card at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Sound Card
DGB Flexi Touch X-11 USB Led Light,"DGB Flexi Touch X-11 USB Led Light (Black)
                         Price: Rs. 259
				
			DGB USB Flexible Touch Light -powered LED light that achieves less power consumption and longer life. It operates on USB power so does not need an AC adapter or batteries. It automatically lights up when plugged into a computer's USB port or even your mobile power bank, so is very easy to use. Although compact in design, it is a high-power LED with a 1.2 W light source, achieving high luminance of 400 lux up to 25 cm below the lamp. Glowing with maximum luminance immediately after being plugged in, the light is perfect for reading or working on a computer in dark locations. Best companion for students and professionals who work in dark dim light or the ones who need to travel often.

Features :
1. Portable & Bendable Silicone
2. 6 Super Bright LED Lamp.
3. 360 Degree Flexible. Incorporates a flexible arm to enable adjustment to any desired angle 
4. High-power LED with 1.2 W light source 
5. Lights up at maximum luminance immediately after plugging into a USB port 
6. Compact design offers easy portability. 
7. Touch to on / off.


1. Portable USB LED Flexible Lamp 5V 1.2W USB Ultra Bright LED Light Lamp For Power Bank Computer Laptop Tablet PC Chargers Low Power Consumption .
2. Powered by any Devices with USB Port. Ultra Bright with Low Power Consumption. Rated voltage: 5V. Rated Power: 1.2W. Size: 169*18*9mm.Material: Silicone.
DGB USB Flexible Touch Light -powered LED light that achieves less power consumption and longer life. It operates on USB power so does not need an AC adapter or batteries. It automatically lights up when plugged into a computer's USB port or even your mobile power bank, so is very easy to use. Although compact in design, it is a high-power LED with a 1.2 W light source, achieving high luminance of 400 lux up to 25 cm below the lamp. Glowing with maximum luminance immediately after being plugged in, the light is perfect for reading or working on a computer in dark locations. Best companion for students and professionals who work in dark dim light or the ones who need to travel often.

Features :
1. Portable & Bendable Silicone
2. 6 Super Bright LED Lamp.
3. 360 Degree Flexible. Incorporates a flexible arm to enable adjustment to any desired angle 
4. High-power LED with 1.2 W light source 
5. Lights up at maximum luminance immediately after plugging into a USB port 
6. Compact design offers easy portability. 
7. Touch to on / off.


1. Portable USB LED Flexible Lamp 5V 1.2W USB Ultra Bright LED Light Lamp For Power Bank Computer Laptop Tablet PC Chargers Low Power Consumption .
2. Powered by any Devices with USB Port. Ultra Bright with Low Power Consumption. Rated voltage: 5V. Rated Power: 1.2W. Size: 169*18*9mm.Material: Silicone.","[""Computers ",Led Light
Iconnect World Premium Quality External Audio Adapter With Mic 1 Year Warranty 7.1 Channel USB Sound Card,Buy Iconnect World Premium Quality External Audio Adapter With Mic 1 Year Warranty 7.1 Channel USB Sound Card for Rs.649 online. Iconnect World Premium Quality External Audio Adapter With Mic 1 Year Warranty 7.1 Channel USB Sound Card at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Sound Card
Generix HDMI Female To Female Coupler Jointer Adapter Extender Gender Changer gx-hdmi-coupler USB HDMI Connector,Buy Generix HDMI Female To Female Coupler Jointer Adapter Extender Gender Changer gx-hdmi-coupler USB HDMI Connector for Rs.166 online. Generix HDMI Female To Female Coupler Jointer Adapter Extender Gender Changer gx-hdmi-coupler USB HDMI Connector at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",HDMI Cable
Mydress Mystyle Bulb Led USB Led Light,"Mydress Mystyle Bulb Led USB Led Light (Red)
                         Price: Rs. 85
				
			USB LED Bulb Lamp Mini USB Light - High power LED, could reach range about 15 meters - As long as there is a USB connector can be used - Can connect the computer with USB, such as mobile power supply, the output of the equipment - Perfect for camping, hiking, hunting, fishing, mountaineering or diving at nights - Need to be powered by USB Devices such as power bank Tablet PC E-BOOK Smart phone etc - Powered by USB - Wattage: 1W - Input voltage: DC 4.9V- 5.5V - Luminous flux: 60-80LM - Color Temperature: 5000-6000K - Size: approx.6.5cmx3.5cm -
USB LED Bulb Lamp Mini USB Light - High power LED, could reach range about 15 meters - As long as there is a USB connector can be used - Can connect the computer with USB, such as mobile power supply, the output of the equipment - Perfect for camping, hiking, hunting, fishing, mountaineering or diving at nights - Need to be powered by USB Devices such as power bank Tablet PC E-BOOK Smart phone etc - Powered by USB - Wattage: 1W - Input voltage: DC 4.9V- 5.5V - Luminous flux: 60-80LM - Color Temperature: 5000-6000K - Size: approx.6.5cmx3.5cm -","[""Computers ",Led Light
Orico Compact Retractable USB 3.0 C3H4-BK USB USB Hub,Buy Orico Compact Retractable USB 3.0 C3H4-BK USB USB Hub for Rs.1490 online. Orico Compact Retractable USB 3.0 C3H4-BK USB USB Hub at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Hub
KARP Ultra Bright 28 LEDs USB Lights (Black) LED LIGHT-BLK-1 USB Led Light,"KARP Ultra Bright 28 LEDs USB Lights (Black) LED LIGHT-BLK-1 USB Led Light (Black)
                         Price: Rs. 599
				
			Ultra Bright 28 LEDs USB Lights for Notebook Computer Laptop PC lighting Portable mini lamps.Features: New Flexible Bright Mini 28 LED USB Light Computer Lamp for Notebook Computer PC This is New Facial Hair Epicare Epilator Epistick Remover Stick.A useful tool for you. Brand new and high quality. 28 LED, ultra bright. Powered by a PC USB port, needs no batteries and other external power. Flexible and adjustable metal neck. Soft and warm white light. Extremely long service life. Low power consumption. Cute and decent design. Plugged into your PC USB port, it starts to bring you brightness right now. Lightweight, compact, space-saving, easy to carry and handle. An ideal companion for students, travelers, office workers, etc. Ideal for lighting your laptop in the darkness.
Ultra Bright 28 LEDs USB Lights for Notebook Computer Laptop PC lighting Portable mini lamps.Features: New Flexible Bright Mini 28 LED USB Light Computer Lamp for Notebook Computer PC This is New Facial Hair Epicare Epilator Epistick Remover Stick.A useful tool for you. Brand new and high quality. 28 LED, ultra bright. Powered by a PC USB port, needs no batteries and other external power. Flexible and adjustable metal neck. Soft and warm white light. Extremely long service life. Low power consumption. Cute and decent design. Plugged into your PC USB port, it starts to bring you brightness right now. Lightweight, compact, space-saving, easy to carry and handle. An ideal companion for students, travelers, office workers, etc. Ideal for lighting your laptop in the darkness.","[""Computers ",Led Light
Techone+ Flexible SE122102-GREEN USB Led Light,"Techone+ Flexible SE122102-GREEN USB Led Light (Green)
                         Price: Rs. 249
				
			Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.
Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.","[""Computers ",Led Light
QP360 Kid Fan 01 MLY2015 USB USB Fan,Buy QP360 Kid Fan 01 MLY2015 USB USB Fan for Rs.489 online. QP360 Kid Fan 01 MLY2015 USB USB Fan at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Fan
"Techone+ Portable Power Bank, and Laptops_2 set USB Led Light","Buy Techone+ Portable Power Bank, and Laptops_2 set USB Led Light for Rs.138 online. Techone+ Portable Power Bank, and Laptops_2 set USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","[""Computers ",Led Light
frontech jil 0821 jil - 0821 USB USB Hub,Buy frontech jil 0821 jil - 0821 USB USB Hub for Rs.115 online. frontech jil 0821 jil - 0821 USB USB Hub at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Hub
Techone+ Portable SE122102-WHITE USB Led Light,"Techone+ Portable SE122102-WHITE USB Led Light (White)
                         Price: Rs. 249
				
			Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.
Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.","[""Computers ",Led Light
Orico Aluminium 4 Port USB 3.0 M3H4-SV USB USB Hub,Buy Orico Aluminium 4 Port USB 3.0 M3H4-SV USB USB Hub for Rs.1990 online. Orico Aluminium 4 Port USB 3.0 M3H4-SV USB USB Hub at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Hub
N K Computers 4 port USB nk156 USB USB Hub,Buy N K Computers 4 port USB nk156 USB USB Hub for Rs.248 online. N K Computers 4 port USB nk156 USB USB Hub at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Hub
Techone+ Flexible SE122101-BLUE USB Led Light,"Techone+ Flexible SE122101-BLUE USB Led Light (Blue)
                         Price: Rs. 149
				
			Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.
Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.","[""Computers ",Led Light
Karp Bracelet Necklace Pearl wrist line data portable beaded fashion bracelet USB charging cable for Samsung HTC Phone-Pink USB-P-2811 USB USB Charger,"Karp Bracelet Necklace Pearl wrist line data portable beaded fashion bracelet USB charging cable for Samsung HTC Phone-Pink USB-P-2811 USB USB Charger (Pink)
                         Price: Rs. 599
				
			KARP Bracelet Necklace Pearl wrist line data portable beaded fashion bracelet USB charging cable for Samsung HTC Phone 5/6-Cyan . It can be tied around wrist, so it looks like a wristband or bracelet. Compatible with: for Samsung HTC for Android mobile phones(micro common interface) 1.Brand new, good quality 2.Lightweight, unique design and bead style 3.Allows for charging and data syncing Specifications: 1.Interface: Micro USB 2.Weight: 13g 3.Length: 22cm
KARP Bracelet Necklace Pearl wrist line data portable beaded fashion bracelet USB charging cable for Samsung HTC Phone 5/6-Cyan . It can be tied around wrist, so it looks like a wristband or bracelet. Compatible with: for Samsung HTC for Android mobile phones(micro common interface) 1.Brand new, good quality 2.Lightweight, unique design and bead style 3.Allows for charging and data syncing Specifications: 1.Interface: Micro USB 2.Weight: 13g 3.Length: 22cm","[""Computers ",USB Cable
Aadishwar Creations U11 M101 USB Led Light,Buy Aadishwar Creations U11 M101 USB Led Light for Rs.299 online. Aadishwar Creations U11 M101 USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",Led Light
Link+ Flexible Portable Lamp LP-5PCS USB Led Light,Buy Link+ Flexible Portable Lamp LP-5PCS USB Led Light for Rs.425 online. Link+ Flexible Portable Lamp LP-5PCS USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",Led Light
Neon 3.0 4 Port Super Speed Adapter Card Reaader + 46 USB USB Hub,Buy Neon 3.0 4 Port Super Speed Adapter Card Reaader + 46 USB USB Hub for Rs.1800 online. Neon 3.0 4 Port Super Speed Adapter Card Reaader + 46 USB USB Hub at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Hub
Storite Portable Flexible Stick Dimmable Touch Switch 10 Super Bright B015CK4PI0 USB Led Light,Buy Storite Portable Flexible Stick Dimmable Touch Switch 10 Super Bright B015CK4PI0 USB Led Light for Rs.499 online. Storite Portable Flexible Stick Dimmable Touch Switch 10 Super Bright B015CK4PI0 USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",Led Light
Hotshot Heater Plus Funky USB Cup Warmer,"Hotshot Heater Plus Funky USB Cup Warmer (Blue)
                         Price: Rs. 249
				
			USB Bottle heater is a trendy new gadget which gets heated once attached to a usb port. It heats up the baby bottle or keeps your tea or coffee warm.
USB Bottle heater is a trendy new gadget which gets heated once attached to a usb port. It heats up the baby bottle or keeps your tea or coffee warm.","[""Computers ",USB Cup Warmer
Orcel Good Quality Portable Flexible USB USB Fan,Buy Orcel Good Quality Portable Flexible USB USB Fan for Rs.229 online. Orcel Good Quality Portable Flexible USB USB Fan at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Fan
Star Wars R2-D2 830 USB USB Hub,Buy Star Wars R2-D2 830 USB USB Hub for Rs.5500 online. Star Wars R2-D2 830 USB USB Hub at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Hub
Techone+ Flexible SE122101-VIOLET USB Led Light,"Techone+ Flexible SE122101-VIOLET USB Led Light (Violet)
                         Price: Rs. 149
				
			Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.
Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.","[""Computers ",Led Light
Sangaitap Combo Offer Of 2 Pes Flameless Rechargeable Electronic Windproof Eco Friendly For It Professional Unique USB Cigarette Lighter,Buy Sangaitap Combo Offer Of 2 Pes Flameless Rechargeable Electronic Windproof Eco Friendly For It Professional Unique USB Cigarette Lighter for Rs.599 online. Sangaitap Combo Offer Of 2 Pes Flameless Rechargeable Electronic Windproof Eco Friendly For It Professional Unique USB Cigarette Lighter at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Lighter
"Smiledrive Portable Key Chain Charger IPhone 5, 5s, 5c USB Sync & Charge Cable","Buy Smiledrive Portable Key Chain Charger IPhone 5, 5s, 5c USB Sync & Charge Cable for Rs.699 online. Smiledrive Portable Key Chain Charger IPhone 5, 5s, 5c USB Sync & Charge Cable at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","[""Computers ",USB Cable
Anker Uspeed AH401 3.0 4-Port SuperSpeed 68ANHUB-LB4A USB USB Hub,Buy Anker Uspeed AH401 3.0 4-Port SuperSpeed 68ANHUB-LB4A USB USB Hub for Rs.1555 online. Anker Uspeed AH401 3.0 4-Port SuperSpeed 68ANHUB-LB4A USB USB Hub at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Hub
DGB Flexi Touch X-11 USB Led Light,"DGB Flexi Touch X-11 USB Led Light (Pink)
                         Price: Rs. 259
				
			DGB USB Flexible Touch Light -powered LED light that achieves less power consumption and longer life. It operates on USB power so does not need an AC adapter or batteries. It automatically lights up when plugged into a computer's USB port or even your mobile power bank, so is very easy to use. Although compact in design, it is a high-power LED with a 1.2 W light source, achieving high luminance of 400 lux up to 25 cm below the lamp. Glowing with maximum luminance immediately after being plugged in, the light is perfect for reading or working on a computer in dark locations. Best companion for students and professionals who work in dark dim light or the ones who need to travel often.

Features :
1. Portable & Bendable Silicone
2. 6 Super Bright LED Lamp.
3. 360 Degree Flexible. Incorporates a flexible arm to enable adjustment to any desired angle 
4. High-power LED with 1.2 W light source 
5. Lights up at maximum luminance immediately after plugging into a USB port 
6. Compact design offers easy portability. 
7. Touch to on / off.


1. Portable USB LED Flexible Lamp 5V 1.2W USB Ultra Bright LED Light Lamp For Power Bank Computer Laptop Tablet PC Chargers Low Power Consumption .
2. Powered by any Devices with USB Port. Ultra Bright with Low Power Consumption. Rated voltage: 5V. Rated Power: 1.2W. Size: 169*18*9mm.Material: Silicone.
DGB USB Flexible Touch Light -powered LED light that achieves less power consumption and longer life. It operates on USB power so does not need an AC adapter or batteries. It automatically lights up when plugged into a computer's USB port or even your mobile power bank, so is very easy to use. Although compact in design, it is a high-power LED with a 1.2 W light source, achieving high luminance of 400 lux up to 25 cm below the lamp. Glowing with maximum luminance immediately after being plugged in, the light is perfect for reading or working on a computer in dark locations. Best companion for students and professionals who work in dark dim light or the ones who need to travel often.

Features :
1. Portable & Bendable Silicone
2. 6 Super Bright LED Lamp.
3. 360 Degree Flexible. Incorporates a flexible arm to enable adjustment to any desired angle 
4. High-power LED with 1.2 W light source 
5. Lights up at maximum luminance immediately after plugging into a USB port 
6. Compact design offers easy portability. 
7. Touch to on / off.


1. Portable USB LED Flexible Lamp 5V 1.2W USB Ultra Bright LED Light Lamp For Power Bank Computer Laptop Tablet PC Chargers Low Power Consumption .
2. Powered by any Devices with USB Port. Ultra Bright with Low Power Consumption. Rated voltage: 5V. Rated Power: 1.2W. Size: 169*18*9mm.Material: Silicone.","[""Computers ",Led Light
Zaicus Itag Bluetooth Tracer Anti Lost Alarm Remote Shutter Voice Recorder Connect With 10 Units 5692 USB Bluetooth,"Zaicus Itag Bluetooth Tracer Anti Lost Alarm Remote Shutter Voice Recorder Connect With 10 Units 5692 USB Bluetooth (Green)
                         Price: Rs. 499
				
			Specification:
1 Bluetooth version: Bluetooth 4.0 Low Energy
2 Compatible Phone: iPhone4S/5/5S/5C, iPad Mini, iTouch 5, iPad 3/4, iPad Air and Andriod system with Bluetooth
3 4.0 Smartphone(Andriod 4.3 version and up-grade version)
4 Working distance: About 75 Feet (without barrier )
5 Suitable for: Wallet, Car, Kid, Pets, Bags,Suitcase or other belongings.
6 Battery : CR2032 Lithium Coin Battery
7 Standby time: 6 month
8 Net Weight: 9 gram
12 Connects up to 10 iTag unit
13 App language: English, Chinese, French, Spanish
What is in the box

1xBluetooth Tracker
1xBattery
1xUser manual""
Specification:
1 Bluetooth version: Bluetooth 4.0 Low Energy
2 Compatible Phone: iPhone4S/5/5S/5C, iPad Mini, iTouch 5, iPad 3/4, iPad Air and Andriod system with Bluetooth
3 4.0 Smartphone(Andriod 4.3 version and up-grade version)
4 Working distance: About 75 Feet (without barrier )
5 Suitable for: Wallet, Car, Kid, Pets, Bags,Suitcase or other belongings.
6 Battery : CR2032 Lithium Coin Battery
7 Standby time: 6 month
8 Net Weight: 9 gram
12 Connects up to 10 iTag unit
13 App language: English, Chinese, French, Spanish
What is in the box

1xBluetooth Tracker
1xBattery
1xUser manual""","[""Computers ",USB Bluetooth
Tapawire Flexible Portable Lamp H09 USB Led Light,"Tapawire Flexible Portable Lamp H09 USB Led Light (Orange)
                         Price: Rs. 249
				
			Brand : Tapawire Color : Orange Connector Type : Mini Flexible USB Portable Reading Light About Tapawire Mini USB Light Led Lamp, Lightweight Flexible Portable Adjustable with 50000 Hours Life for Keyboard Laptop PC Notebook Power Bank, Book Reading Work Bed (Red): Tapawire usb led stick lamp is special Lambency Lampshade designed which protect your eyesight, avoid LED direct light WireSipe usb led light with flexible, bendable body; mini size & lightweight; Stickable, Portable enough for you to use in different occasion such as reading, writing, working. Take care of your eyes: This usb led stick lamp is special Lambency Lampshade designed which protect your eyesight, avoid LED direct light. Compitable Devices: Compitable with any 5V USB prot. Laptop,powerbank or usb charger Etc Features: By using lowest work voltage: 5V safety and reliability and high efficiency USB Connection to any iBook, PowerBook, Cube, PC, NoteBook, PowerBank, Wall Charger Plug and Play Powered by USB port, no external power needed Definitely essential gear for night work Lights up your life: Buy it and bring it home! Let it lights up your life Why Do you By from BrandBucket Sales: BrandBucket is Proud Member of Food charities At least 1% of sales on all Tapawire branded products are donated to 1% for the approved Food charities. Warranty: All Tapawire Cables Backed by 1 year Warranty The product must be purchased from BrandBucket Sales to be eligible for Guaranty.
Brand : Tapawire Color : Orange Connector Type : Mini Flexible USB Portable Reading Light About Tapawire Mini USB Light Led Lamp, Lightweight Flexible Portable Adjustable with 50000 Hours Life for Keyboard Laptop PC Notebook Power Bank, Book Reading Work Bed (Red): Tapawire usb led stick lamp is special Lambency Lampshade designed which protect your eyesight, avoid LED direct light WireSipe usb led light with flexible, bendable body; mini size & lightweight; Stickable, Portable enough for you to use in different occasion such as reading, writing, working. Take care of your eyes: This usb led stick lamp is special Lambency Lampshade designed which protect your eyesight, avoid LED direct light. Compitable Devices: Compitable with any 5V USB prot. Laptop,powerbank or usb charger Etc Features: By using lowest work voltage: 5V safety and reliability and high efficiency USB Connection to any iBook, PowerBook, Cube, PC, NoteBook, PowerBank, Wall Charger Plug and Play Powered by USB port, no external power needed Definitely essential gear for night work Lights up your life: Buy it and bring it home! Let it lights up your life Why Do you By from BrandBucket Sales: BrandBucket is Proud Member of Food charities At least 1% of sales on all Tapawire branded products are donated to 1% for the approved Food charities. Warranty: All Tapawire Cables Backed by 1 year Warranty The product must be purchased from BrandBucket Sales to be eligible for Guaranty.","[""Computers ",Led Light
Iconnect World Premium Quality 7.1 Channel External Audio Adapter With Mic USB Sound Card,Buy Iconnect World Premium Quality 7.1 Channel External Audio Adapter With Mic USB Sound Card for Rs.549 online. Iconnect World Premium Quality 7.1 Channel External Audio Adapter With Mic USB Sound Card at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",USB Sound Card
RRP Notebook Desktop Power Bank Por-504 USB Led Light,"RRP Notebook Desktop Power Bank Por-504 USB Led Light (Yellow)
                         Price: Rs. 99
				
			Portable USB Led light from Portronics is a battery free USB Light that is perfect to be used with Laptops, adapters and Power Banks. It is very compact in size and flexible hence can fit into any position based on use and utility. The Power consumption is very limited but is able to light the whole area around.
Portable USB Led light from Portronics is a battery free USB Light that is perfect to be used with Laptops, adapters and Power Banks. It is very compact in size and flexible hence can fit into any position based on use and utility. The Power consumption is very limited but is able to light the whole area around.","[""Computers ",Led Light
99Gems LR GOLD 5 in 1 MOBILE / MP3 USB USB Cable,"99Gems LR GOLD 5 in 1 MOBILE / MP3 USB USB Cable (black)
                         Price: Rs. 149
				
			Sure To Match Your Fashion Electronics, This Black In Color 5 In 1 Data Cable From The Latest Collection , A Great Pick Against Your Valuable Currency. Perfectly Compatible With Smart Phones And Some Other Mobile Phones (Nokia, Samsung, Motorola, Huwai, Micromax, Lava, Karbonn Etc), This Data Cable Will Lend You High End Results With Is Attractive Features. Further, This Data Cable Is Helpful In Charging Your Phone And Transferring Data Between Your Pc And Laptop To Your Mobile Phone And Vice Versa. Lay A Hand On This High End Production From The Brand And Make Your Work Easy.
Sure To Match Your Fashion Electronics, This Black In Color 5 In 1 Data Cable From The Latest Collection , A Great Pick Against Your Valuable Currency. Perfectly Compatible With Smart Phones And Some Other Mobile Phones (Nokia, Samsung, Motorola, Huwai, Micromax, Lava, Karbonn Etc), This Data Cable Will Lend You High End Results With Is Attractive Features. Further, This Data Cable Is Helpful In Charging Your Phone And Transferring Data Between Your Pc And Laptop To Your Mobile Phone And Vice Versa. Lay A Hand On This High End Production From The Brand And Make Your Work Easy.","[""Computers ",USB Cable
Memore Portable and Flexible LED Light Lamp MMULL-SkyBlue USB Led Light,"Memore Portable and Flexible LED Light Lamp MMULL-SkyBlue USB Led Light (Blue)
                         Price: Rs. 190
				
			1. 100% Brand New And High Quality. 2. Perfect Fit For Reading. 3. Light Weight And Durable Cover. 4. Portable And Multiple Choice Of Color. 5. Flexible And Easy Clean. 6. Rated Voltage: 5v 7. Rated Power: 1.2w 8. Size: 170*18.5*9mm 9. Can Be Use On Any Where,Powered By Any Devices With Usb Port 10. Ultra Bright With Low Power Consumption 11. Unique Bendable Design,Also Has Light Weight 12. Material: Silicone
1. 100% Brand New And High Quality. 2. Perfect Fit For Reading. 3. Light Weight And Durable Cover. 4. Portable And Multiple Choice Of Color. 5. Flexible And Easy Clean. 6. Rated Voltage: 5v 7. Rated Power: 1.2w 8. Size: 170*18.5*9mm 9. Can Be Use On Any Where,Powered By Any Devices With Usb Port 10. Ultra Bright With Low Power Consumption 11. Unique Bendable Design,Also Has Light Weight 12. Material: Silicone","[""Computers ",Led Light
De TechInn Combo Set of 2 Flexible USB LED Light Lamp For Computer Reading Notebook Laptop PC EC1198 Lamp 5V 1.2W USB Led Light,Buy De TechInn Combo Set of 2 Flexible USB LED Light Lamp For Computer Reading Notebook Laptop PC EC1198 Lamp 5V 1.2W USB Led Light for Rs.99 online. De TechInn Combo Set of 2 Flexible USB LED Light Lamp For Computer Reading Notebook Laptop PC EC1198 Lamp 5V 1.2W USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",Led Light
DreamShop Flex Flexible Portable USB Led Light,Buy DreamShop Flex Flexible Portable USB Led Light for Rs.129 online. DreamShop Flex Flexible Portable USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",Led Light
Clicko Portable Port USB Led Light,"Clicko Portable Port USB Led Light (Multicolor)
                         Price: Rs. 300
				
			Product Type : Usb Led Light
Weight : 100 G
Size : Medium
Features :
Led Light, 
Usb Led Light, 
Portable Led Light, 
Ultra Led Light. 

Note: - As 2-3 (Green, Blue, Orange etc...) colours are Available but Colour Selection Will Be Randomly Dispatched.
Product Type : Usb Led Light
Weight : 100 G
Size : Medium
Features :
Led Light, 
Usb Led Light, 
Portable Led Light, 
Ultra Led Light. 

Note: - As 2-3 (Green, Blue, Orange etc...) colours are Available but Colour Selection Will Be Randomly Dispatched.","[""Computers ",Led Light
QP360 Smart LT-01-Brown USB Led Light,"QP360 Smart LT-01-Brown USB Led Light (Brown)
                         Price: Rs. 129
				
			LED light compatible for Dekstop, Laptop, Power bank and can be connected to any USB port. It even works with mobiles phones which support OTG cable. The flexible part of the device allows you to bend the lamp to the desired angles. The LED emits white light which is suitable for eyes. Light up your notebook any where you wish. Directly plug the USB LED light into the USB port on your notebook or PC. Gently adjust the flexible neck light to position as you wish.
LED light compatible for Dekstop, Laptop, Power bank and can be connected to any USB port. It even works with mobiles phones which support OTG cable. The flexible part of the device allows you to bend the lamp to the desired angles. The LED emits white light which is suitable for eyes. Light up your notebook any where you wish. Directly plug the USB LED light into the USB port on your notebook or PC. Gently adjust the flexible neck light to position as you wish.","[""Computers ",Led Light
