product_name,description,category,cleaned_description
"acer acer um.fb6aa.001 24-inch screen lcd monitor, dark gray"," .   display area: 24"" led-backlit display aspect ratio: 16: 9 max/native resolution: 1920x 1080 interface: 1x vga port adjustable display angle,viewing angles:170° horizontal,160° vertical 60 hertzacer b246hl ymdr 24 led monitor. power description : input voltage - 230 v ac and 120 v ac, standby power consumption - 450 mw, off-mode power consumption - 350 mw, operating power consumption (energy star) - 20.90 w.",monitors,display area led backlit display aspect ratio max native resolution interface vga port adjustable display angle viewing angle horizontal vertical hertzacer hl ymdr led monitor power description input voltage ac ac standby power consumption mw mode power consumption mw operating power consumption energy star
"aopen 27ch2 bix 27"" full hd (1920 x 1080) ips monitor | 75hz refresh rate | 4ms response time | 1 x hdmi & 1 x vga port"," .   27.0"" full hd (1920 x 1080) widescreen ips display refresh rate: 75hz - using hdmi port response time: 4ms | tilt: -5° to 20° aopen eye protection: bluelight filter & flickerless technology ports: 1 x hdmi & 1 x vga (hdmi cable included) ",monitors,full hd widescreen ip display refresh rate hz using hdmi port response time tilt aopen eye protection bluelight filter flickerless technology port hdmi vga hdmi cable included
"acer cbl272u smiiprx 27"" wqhd (2560 x 1440) ips frameless, amd freesync, 99% srgb, ergostand, tuv and eyesafe certified low blue light monitor (display port, 2 x hdmi 2.0 ports)"," .   27.0"" wqhd (2560 x 1440) widescreen ips tuv and eyesafe certified low blue light monitor amd freesync technology | zero-frame design refresh rate: 75hz | response time: 1ms vrb | brightness: 350 nits | pixel pitch: 0.233mm 16:9 aspect ratio | 16.7 million colors supported | tilt: -5 degrees to 25 degrees | height adjustment range: 4.7"" | swivel: 360° | pivot ports: 1 x display port & 2 x hdmi 2.0 (hdmi cable included)delve into the world of awesome with acer's cbl272u wqhd monitor, which offers an unmatched viewing experience. featuring a large 27” screen that delivers astonishing, 2560 x 14400 resolution with excellent detail. designed with prosumers in mind, this display features incredible images and colors. this eyesafe display intelligently manages light energy at the source – selectively reducing blue light and dispersing across the light spectrum. the design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (um.hb2aa.008)",monitors,wqhd widescreen ip tuv eyesafe certified low blue light monitor amd freesync technology zero frame design refresh rate hz response time vrb brightness nit pixel pitch mm aspect ratio million color supported tilt degree degree height adjustment range swivel pivot port display port hdmi hdmi cable included delve world awesome acer cbl wqhd monitor offer unmatched viewing experience featuring large screen delivers astonishing resolution excellent detail designed prosumers mind display feature incredible image color eyesafe display intelligently manages light energy source selectively reducing blue light dispersing across light spectrum design save space desk let place multiple monitor side side build seamless big screen display um hb aa
"acer conceptd cm3 cm3271k bmiipruzx 27"" uhd 4k 3840 x 2160 ips radeon freesync monitor, pantone validated, displayhdr400, 99% adobe rgb, delta e<2 (display port, 2 x hdmi, usb type-c & usb ports)"," .   27"" uhd 4k (3840 x 2160) widescreen ips amd radeon freesync display pantone validated | high brightness and contrast with vesa certified displayhdr400 no color difference with delta e<2 | up to 400nit brightness | 99% adobe rgb response time: 4ms (g to g) | 2 speakers, 4 watts per speaker ports: 1 x usb 3.1 (type-c) port, 1 x display port, 2 x hdmi and 4 x usb 3.0 downstream ports & 2 x usb 3.0 upstream ports (includes usb type-c, hdmi and usb cables)display size: 27 inches | 

style: uhd (3840 x 2160) we created the conceptd cm3 series for professional cg creators who need a monitor with outstanding color accuracy and reliable compatibility. resolution, color accuracy, and the ability to work with hdr content are all top priorities. they also need high refresh rates for blur-free images, and a large screen to help the design process and facilitate collaboration. this audience appreciates a nicely designed product, but consider performance more important. (um.hc1aa.001)",monitors,uhd widescreen ip amd radeon freesync display pantone validated high brightness contrast vesa certified displayhdr color difference delta nit brightness adobe rgb response time speaker watt per speaker port usb type port display port hdmi usb downstream port usb upstream port includes usb type hdmi usb cable display size inch style uhd created conceptd cm series professional cg creator need monitor outstanding color accuracy reliable compatibility resolution color accuracy ability work hdr content top priority also need high refresh rate blur free image large screen help design process facilitate collaboration audience appreciates nicely designed product consider performance important um hc aa
"acer predator xb271hu abmiprz 27-inch wqhd (2560x1440) nvidia g-sync monitor (display port & hdmi port, 144hz),black"," .   27"" wqhd (2560 x 1440) widescreen with nvidia g-sync technology. refresh rate: 144hz (overclocking to 165hz)-using display port. operating power consumption (energy star): 32. 02 w. standby power consumption : 470 mw response time: 1ms, pixel pitch: 0. 233mm. flicker-less technology-reduces annoying screen flickering that can cause eye strain when viewing the monitor for long periods. signal inputs: 1 x display port & 1 x hdmi 1. 4. panel type: tn mounting type: vesa standard mount interface600mm x 400mmfasten your seatbelt: acer's predator xb271hu wqhd display is about to turbocharge your gaming experience. this monitor combines jaw dropping specs, tn panel that supports 144hz refresh rate, delivering an amazing gaming experience. also, featuring nvidia g-sync technology to eliminate screen tearing which provide gamers the epic gaming experience and help to secure the victory. plus, built-in eye protection and ergonomics allow you to press forward into battle without fatigue. note: kindly refer the user manual before usage of the product. the brightness is 350 nit. viewing angles 170° horizontal and 160° vertical. stand tilt (-5°~35°), swivel (30°) and height adj (5.91"").",monitors,wqhd widescreen nvidia sync technology refresh rate hz overclocking hz using display port operating power consumption energy star standby power consumption mw response time pixel pitch mm flicker le technology reduces annoying screen flickering cause eye strain viewing monitor long period signal input display port hdmi panel type tn mounting type vesa standard mount interface mm mmfasten seatbelt acer predator xb hu wqhd display turbocharge gaming experience monitor combine jaw dropping spec tn panel support hz refresh rate delivering amazing gaming experience also featuring nvidia sync technology eliminate screen tearing provide gamers epic gaming experience help secure victory plus built eye protection ergonomics allow press forward battle without fatigue note kindly refer user manual usage product brightness nit viewing angle horizontal vertical stand tilt swivel height adj
"acer predator z35 35-inch curved full hd (2560 x 1080) nvidia g-sync display, 144hz, 2x9w speakers, hdmi & dp"," .   27"" 1800r full hd (1920 x 1080) curved widescreen with nvidia g-sync technology refresh rate: 144hz (using display port) response time: 4ms.brightness:300 nit pixel pitch: 0.3114mm signal inputs: 1 x display port & 1 x hdmistyle: curved ultrawide full hd (2560 x 1080) g-sync | 

size: 35-inch get the edge on your opponents with a massive 35” ultrawide curved monitor with a lightning-fast refresh rate and nvidia g-sync. the predator z35 curved screen transforms your viewing experience drawing you deep into the action while nvidia g-sync technology eliminates screen tearing for an epic gaming experience.",monitors,full hd curved widescreen nvidia sync technology refresh rate hz using display port response time brightness nit pixel pitch mm signal input display port hdmistyle curved ultrawide full hd sync size inch get edge opponent massive ultrawide curved monitor lightning fast refresh rate nvidia sync predator curved screen transforms viewing experience drawing deep action nvidia sync technology eliminates screen tearing epic gaming experience
"acer ei292cur pbmiipx 29"" 1200r 21:9 curved full hd ultrawide 2560 x 1080 radeon freesync gaming monitor, up to 100hz refresh rate, 1ms vrb (1 x display port, 1 x hdmi 2.0 port and 1 x hdmi 1.4 port)"," .   29.0"" full hd (2560 x 1080) 1200r curved widescreen va gaming monitor amd freesync technology | 21:9 aspect ratio zero-frame design | 2 speakers, 2 watts per speaker refresh rate: up to 100hz | response time: 1ms vrb | pixel pitch: 0.26595mmacer's ei292cur 29"" curved panel monitor with full hd ultrawide resolution delivers the incredible.through amd radeon technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. crisp, true-to-life colors come alive with the amazing 2560 x 1080 resolution, allowing you to enjoy high-definition entertainment in the comfort of your home. the wide view angle technology lets you share what's on your screen with friends and family as colors stay true no matter what angle you're viewing from. incredible 100,000,000:1 contrast ratio and rapid response time ensure your games, work and movies are smooth and look as epic as possible. (um.re2aa.p01)",monitors,full hd curved widescreen va gaming monitor amd freesync technology aspect ratio zero frame design speaker watt per speaker refresh rate hz response time vrb pixel pitch mmacer ei cur curved panel monitor full hd ultrawide resolution delivers incredible amd radeon technology game frame rate determined graphic card fixed refresh rate monitor giving serious competitive edge crisp true life color come alive amazing resolution allowing enjoy high definition entertainment comfort home wide view angle technology let share screen friend family color stay true matter angle viewing incredible contrast ratio rapid response time ensure game work movie smooth look epic possible um aa
"acer xg270hu omidpx 27-inch wqhd amd freesync (2560 x 1440) widescreen monitor, wqhd (2560 x 1440), black"," .   acer xg 27"" monitor features wqhd resolution (2560 x 1440) presenting stunning, high quality images with excellent detail that not only enhances users’ working efficiency, but creates outstanding visual enjoyment. with amd free sync, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, which eliminates screen tearing and delivers very smooth gaming experiences. a fast response time of 1ms enhances the in-game experience. no matter how fast-moving the action is, transitions are rendered smoothly without the annoying effects of smearing or ghosting. signal inputs: 1x dvi, 1 x hdmi 2. 0 & 1 x display portstyle: wqhd (2560 x 1440) | 

size: 27-inch in competitive gaming, every frame matters. introducing acer's xg series gaming monitor - the wqhd resolution monitor that can keep up with your game play. through amd free sync technology, the game's frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. plus, users can enjoy comfortable viewing experience while gaming via flicker-less, low dimming and comfy view display. the zero frame design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. power 27.81 watts (power on), viewing angles 170 degrees horizontal and 160 degrees vertical.",monitors,acer xg monitor feature wqhd resolution presenting stunning high quality image excellent detail enhances user working efficiency creates outstanding visual enjoyment amd free sync game frame rate determined graphic card fixed refresh rate monitor eliminates screen tearing delivers smooth gaming experience fast response time enhances game experience matter fast moving action transition rendered smoothly without annoying effect smearing ghosting signal input dvi hdmi display portstyle wqhd size inch competitive gaming every frame matter introducing acer xg series gaming monitor wqhd resolution monitor keep game play amd free sync technology game frame rate determined graphic card fixed refresh rate monitor giving serious competitive edge plus user enjoy comfortable viewing experience gaming via flicker le low dimming comfy view display zero frame design save space desk let place multiple monitor side side build seamless big screen display power watt power viewing angle degree horizontal degree vertical
"acer et322qu 32""(31.5"" viewable) black freesync 75hz led ips monitor 2560x1440 widescreen 16:9 4ms response time 250 cd/m2 1000:1 displayport, hdmi, vga, speakers"," .   screen size: 31.5"" maximum resolution: 2560 x 1440 contrast ratio: 100,000,000:1brand: acer series: et2 model: um.je2aa.005 cabinet color: black screen size: 31.5"" led backlight: led maximum resolution: 2560 x 1440 brightness: 2500 nit contrast ratio: 100,000,000:1 aspect ratio: 16:9 response time: 4ms display type: wqhd hdmi: yes",monitors,screen size maximum resolution contrast ratio brand acer series et model um je aa cabinet color black screen size led backlight led maximum resolution brightness nit contrast ratio aspect ratio response time display type wqhd hdmi yes
"acer predator xb253q gwbmiiprzx 24.5""full hd (1920 x 1080) ips g-sync compatible monitor, vesa certified displayhdr400, up to 0.5ms, up to 280hz, 99% srgb (1 x display port & 2 x hdmi 2.0 ports)"," .   24.5"" full hd (1920 x 1080) widescreen ips nvidia g-sync compatible gaming monitor zero-frame design | 2 speakers, 2 watts per speaker refresh rate: up to 280hz | response time: up to 0.5ms (g to g) | vesa certified displayhdr 400 | pixel pitch: 0.283mm | color gamut: 99% srgb ergonomic tilt: -5° to 25° | height adjustment range: 4.5"" | swivel: +/- 20° | pivot: +/- 90° ports: 1 x display port, 2 x hdmi 2.0, 1 x audio-out & 4 x usb 3.0 ports (display port, hdmi & usb cable included)fasten your seatbelt: the predator xb253q full hd display with 1920 x 1080 resolution is all about no compromises on gaming performance, color or speed. this 24.5-inch (1920 x 1080) monitor combines jaw dropping specs including an ips panel that supports up to a blazing-fast 280hz refresh rate. this g-sync compatible monitor takes gameplay to the next level of smooth. unleash gaming’s maximum potential to provide richer colors far beyond what has been previously possible. experience something new. (um.kx3aa.w01)",monitors,full hd widescreen ip nvidia sync compatible gaming monitor zero frame design speaker watt per speaker refresh rate hz response time vesa certified displayhdr pixel pitch mm color gamut srgb ergonomic tilt height adjustment range swivel pivot port display port hdmi audio usb port display port hdmi usb cable included fasten seatbelt predator xb full hd display resolution compromise gaming performance color speed inch monitor combine jaw dropping spec including ip panel support blazing fast hz refresh rate sync compatible monitor take gameplay next level smooth unleash gaming maximum potential provide richer color far beyond previously possible experience something new um kx aa
"acer ei272ur pbmiiipx 27"" 1500r curved wqhd (2560 x 1440) va gaming monitor with amd radeon freesync2 hdr technology, 144hz, vesa certified displayhdr400, dci-p3 (display port & 3 x hdmi ports), black"," .   1500r curved display with 16: 9 aspect ratio | high brightness and contrast with vesa certified displays 400 | response time: 4ms (g to g) dci-p3 90% wide color gamut | 144hz refresh rate - using display port or hdmi 2. 0 zero frame design | 2 speakers at 3 watts per speaker ports: 1 x display port, 1 x hdmi v2. 0, 2 x hdmi v1. 4 & audio out (hdmi cable included) ",monitors,curved display aspect ratio high brightness contrast vesa certified display response time dci wide color gamut hz refresh rate using display port hdmi zero frame design speaker watt per speaker port display port hdmi hdmi audio hdmi cable included
"acer cb342ck smiiphzx 34"" ultrawide qhd (3440 x 1440) ips zero frame monitor with amd radeon freesync technology - hdr ready, 1ms vrb, 75hz refresh, silver"," .   34"" qhd (3440 x 1440) ultra wide ips display with amd radeon free sync technology hdr ready response time: 1ms vrb refresh rate: 75hz zero frame design ergostand: ergonomically-designed stand ports: 1 x display port v1.4, 2 x hdmi v2.0, 2 x usb 3.0 ports & 1 x audio-out (hdmi & usb cable included)enjoy an outstanding visual experience with an acer cb342ck zero frame ips monitor. designed with prosumers in mind, this display features incredible images and colors. through amd radeon freesync technology, the frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. plus, users can enjoy comfortable viewing experience while gaming via flicker-less and low dimming display. the design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (um. cb2aa. 001)",monitors,qhd ultra wide ip display amd radeon free sync technology hdr ready response time vrb refresh rate hz zero frame design ergostand ergonomically designed stand port display port hdmi usb port audio hdmi usb cable included enjoy outstanding visual experience acer cb ck zero frame ip monitor designed prosumers mind display feature incredible image color amd radeon freesync technology frame rate determined graphic card fixed refresh rate monitor giving serious competitive edge plus user enjoy comfortable viewing experience gaming via flicker le low dimming display design save space desk let place multiple monitor side side build seamless big screen display um cb aa
"acer predator xb273k sbmiprzx 27"" uhd (3840 x 2160) ips nvidia g-sync monitor, vesa certified displayhdr 400, quantum dot, 144hz, 4ms, dci-p3, delta e<2 (1 x display port & 1 x hdmi port),black"," .   27"" uhd 4k (3840 x 2160) widescreen ips display with nvidia g-sync technology refresh rate: 120hz (overclocking to 144hz) high brightness and contrast with vesa certified displayhdr 400 dci-p3 90% wide color gamut | optimize colors with quantum dot technology | no color difference with delta e<1 ports: 1 x display port v1. 4, 1 x hdmi v2. 0 & 4 x usb 3. 0 ports (display port & usb cable included)fasten your seatbelt: the predator xb273k ultra hd display with 4k resolution is all about no compromises on gaming performance, color or speed. this 27-inch (3840 x 2160) monitor combines jaw dropping specs including an ips panel that supports blazing-fast refresh rate. also, featuring nvidia g-sync technology to eliminate screen tearing which provide gamers the epic gaming experience and help to secure the victory. plus, built-in eye protection and ergonomics allow you to press forward into battle without fatigue. (um. hx3aa. s01)",monitors,uhd widescreen ip display nvidia sync technology refresh rate hz overclocking hz high brightness contrast vesa certified displayhdr dci wide color gamut optimize color quantum dot technology color difference delta port display port hdmi usb port display port usb cable included fasten seatbelt predator xb ultra hd display resolution compromise gaming performance color speed inch monitor combine jaw dropping spec including ip panel support blazing fast refresh rate also featuring nvidia sync technology eliminate screen tearing provide gamers epic gaming experience help secure victory plus built eye protection ergonomics allow press forward battle without fatigue um hx aa
"acer k243y - 24"" monitor full hd 1920x1080 ips 75hz 1ms 250nit hdmi"," .   this certified refurbished product is certified factory refurbished, shows limited or no wear, and includes all original accessories plus a 90-day warranty. full hd 1920x1080 resolution. easily adjust display settings to best suit whatever you're viewing – data, media, movies or photos. the 23.8"" display will amaze you.in competitive gaming, every frame matters. introducing acer's k243y gaming monitor - the full hd resolution monitor that can keep up with your game play. through amd radeon freesync technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge.",monitors,certified refurbished product certified factory refurbished show limited wear includes original accessory plus day warranty full hd resolution easily adjust display setting best suit whatever viewing data medium movie photo display amaze competitive gaming every frame matter introducing acer gaming monitor full hd resolution monitor keep game play amd radeon freesync technology game frame rate determined graphic card fixed refresh rate monitor giving serious competitive edge
"acer v226hql 21.5"" full hd led lcd monitor - 16:9 - black"," .   product type :monitor package dimensions :11.43 cm l x41.91 cm w x55.88 cm h these sturdy monitors also have a wide array of ports, so you can connect many types of devices and do more at once. package weight :7.0lbs ",monitors,product type monitor package dimension cm cm cm sturdy monitor also wide array port connect many type device package weight lb
acer nitro qg1 series qg221q 21.5in full hd va gaming led lcd w/freesync," .   number of screens: 1 viewable screen size: 21.5"" screen mode: full hd panel technology: vertical alignment (va) response time: 1 ms vrb ",monitors,number screen viewable screen size screen mode full hd panel technology vertical alignment va response time vrb
"acer nitro xv272u xbmiipruzx 27"""" wqhd (2560 x 1440) agile-splendor ips monitor, amd radeon freesync, up to 270hz, up to 0.5ms, displayhdr400, 99% adobe rgb, (dp, 2 x hdmi & usb type-c 65w), black"," .   ""27"" wqhd (2560 x 1440) widescreen agile-splendor ips monitor with amd radeon freesync premium technology"" refresh rate: overclock to 270hz (using display port or usb type-c), response time: 1ms (g to g) - up to 0.5ms (g to g),, brightness: native: 350 nits, hdr mode: peak 400 nits high brightness and contrast with vesa certified displayhdr 400, color gamut: 99% adobe rgb, color accuracy: delta e<2 ""ergonomic tilt: -5° to 25°, height adjustment range: 4.7"", swivel: 360°, pivot: yes"" ports: 1 x usb 3.1 (type-c) port, 1 x display port, 2 x hdmi 2.0, 1 x audio-out & 4 x usb 3.0 ports (display port, hdmi & usb cable included)in competitive gaming, every frame matters. introducing acer's xv272u gaming monitor - the wqhd (2560 x 1440) resolution monitor that can keep up with your game play. through amd radeon premium technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. plus, users can enjoy comfortable viewing experience while gaming via flicker-less, low dimming and comfyview display. the design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (um.hx2aa.x03). power 32.50 w (power on).",monitors,wqhd widescreen agile splendor ip monitor amd radeon freesync premium technology refresh rate overclock hz using display port usb type response time brightness native nit hdr mode peak nit high brightness contrast vesa certified displayhdr color gamut adobe rgb color accuracy delta ergonomic tilt height adjustment range swivel pivot yes port usb type port display port hdmi audio usb port display port hdmi usb cable included competitive gaming every frame matter introducing acer xv gaming monitor wqhd resolution monitor keep game play amd radeon premium technology game frame rate determined graphic card fixed refresh rate monitor giving serious competitive edge plus user enjoy comfortable viewing experience gaming via flicker le low dimming comfyview display design save space desk let place multiple monitor side side build seamless big screen display um hx aa power power
"acer nitro kg272 sbmiipx 27"" full hd (1920 x 1080) zero-frame gaming monitor with amd freesync premium technology, up to 165hz refresh rate, up to 0.5ms, (1 x display port, 2 x hdmi 2.0 ports)"," .   27.0"" full hd (1920 x 1080) widescreen ips gaming monitor zero-frame design | 2 speakers, 2 watts per speaker refresh rate: up to 165hz | response time: up to 0.5ms (g to g) | hdr ready | pixel pitch: 0.311mm ports: 1 x display port 1.2 & 2 x hdmi 2.0 (hdmi cable included)in competitive gaming, every frame matters. introducing acer's kg272 gaming monitor - the full hd (1920 x 1080) resolution monitor that can keep up with your game play. through amd radeon technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. plus, users can enjoy comfortable viewing experience while gaming via flicker-less, low dimming and comfyview display. the design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (um.hx2aa.s03)",monitors,full hd widescreen ip gaming monitor zero frame design speaker watt per speaker refresh rate hz response time hdr ready pixel pitch mm port display port hdmi hdmi cable included competitive gaming every frame matter introducing acer kg gaming monitor full hd resolution monitor keep game play amd radeon technology game frame rate determined graphic card fixed refresh rate monitor giving serious competitive edge plus user enjoy comfortable viewing experience gaming via flicker le low dimming comfyview display design save space desk let place multiple monitor side side build seamless big screen display um hx aa
"acer predator gaming x34 pbmiphzx curved 34"" ultrawide qhd monitor with nvidia g-sync technology (display port & hdmi port),black"," .   34"" qhd (3440 x 1440) 1900r curved widescreen ips display refresh rate: 100hz (overclocking to 120hz) using display port ports: 1 x display port 1.2, 1 x hdmi 1.4 & 4 usb 3.0 ports display port, hdmi & usb cables includedstyle: curved (1900r) ultrawide qhd (3440 x 1440) ips g-sync | 

size: 34-inch the predator x34p is designed for ultimate gaming performance and style, the 21:9 aspect ratio and 34-inch curved screens transform your viewing experience by drawing you deep into the action. it also features nvidia g-sync technology to eliminate screen tearing which provide gamers the epic gaming experience and help to secure the victory. the brightness is 300 cd/m²",monitors,qhd curved widescreen ip display refresh rate hz overclocking hz using display port port display port hdmi usb port display port hdmi usb cable includedstyle curved ultrawide qhd ip sync size inch predator designed ultimate gaming performance style aspect ratio inch curved screen transform viewing experience drawing deep action also feature nvidia sync technology eliminate screen tearing provide gamers epic gaming experience help secure victory brightness cd
"acer v247y bmipx 23.8"" full hd (1920 x 1080) ips monitor (display port, hdmi & vga ports), black"," .   23. 8"" full hd (1920 x 1080) widescreen ips zero-frame design display response time: 4ms 2 speakers, 2 watts per speaker ergonomic tilt: -5 degrees to 25 degrees ports: 1 x display port, 1 x hdmi & 1 x vga (display port & vga cables included) ",monitors,full hd widescreen ip zero frame design display response time speaker watt per speaker ergonomic tilt degree degree port display port hdmi vga display port vga cable included
"acer nitro vg270 sbmiipx 27"" full hd (1920 x 1080) ips gaming monitor with amd radeon freesync technology, up to 0.1ms, overclocking to 165hz, (1 x display port, 2 x hdmi 2.0 ports)"," .   27"" full hd (1920 x 1080) widescreen ips zero frame monitor with amd radeon freesync technology refresh rate: 144hz (overclocking to 165hz using display port) response time: 2ms (g to g) - up to 0.1ms (g to g) 2 speakers, 2 watts per speaker ports: 1 x display port, 2 x hdmi 2.0 ports & 1 x audio out (display port cable included)in competitive gaming, every frame matters. introducing acer's vg270 gaming monitor - the full hd resolution monitor that can keep up with your game play. through amd radeon technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. plus, users can enjoy comfortable viewing experience while gaming via flicker-less, low dimming and comfyview display. the design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (um.hv0aa.s01)",monitors,full hd widescreen ip zero frame monitor amd radeon freesync technology refresh rate hz overclocking hz using display port response time speaker watt per speaker port display port hdmi port audio display port cable included competitive gaming every frame matter introducing acer vg gaming monitor full hd resolution monitor keep game play amd radeon technology game frame rate determined graphic card fixed refresh rate monitor giving serious competitive edge plus user enjoy comfortable viewing experience gaming via flicker le low dimming comfyview display design save space desk let place multiple monitor side side build seamless big screen display um hv aa
"acer nitro xv273k pbmiipphzx 27"" uhd 3840 x 2160 ips amd radeon freesync and nvidia g-sync compatible monitor, displayhdr400, quantum dot, 144hz, 1ms, dci-p3 , delta e<1, black"," .   27"" hd 4k (3840 x 2160) widescreen ips zero frame amd radeon free sync and g sync compatible monitor response time: 1ms vrb | refresh rate: 120hz (overclocking to 144hz) using 2 display ports 2 speakers, 4 watts per speaker visa certified displays 400, quantum dot technology | dci p3 | low delta e<1 ports: 2 x display port v1. 4, 2 x hdmi v2 0 & 4 x usb 3. 0 ports (includes display port & usb cables)size: 27-inch uhd (3840 x 2160) fasten your seatbelt: the nitro xv273k ultra hd display with 4k resolution is all about no compromises on gaming performance, color or speed. this 27 inch (3840 x 2160) monitor combines jaw dropping specs including an ips panel that supports blazing fast refresh rate. this g sync compatible monitor gives you more of what you want in a gaming experience. smooth, tear free gameplay! ! unleash gaming's maximum potential to provide richer colors far beyond what has been previously possible. experience something new. (um. hx3aa. p02)",monitors,hd widescreen ip zero frame amd radeon free sync sync compatible monitor response time vrb refresh rate hz overclocking hz using display port speaker watt per speaker visa certified display quantum dot technology dci low delta port display port hdmi usb port includes display port usb cable size inch uhd fasten seatbelt nitro xv ultra hd display resolution compromise gaming performance color speed inch monitor combine jaw dropping spec including ip panel support blazing fast refresh rate sync compatible monitor give want gaming experience smooth tear free gameplay unleash gaming maximum potential provide richer color far beyond previously possible experience something new um hx aa
"acer cb242y bmiprux 23.8"" full hd (1920 x 1080) ips frameless, amd freesync, 1ms vrb, ergostand monitor (display port, hdmi & usb type-c ports) black"," .   23.8"" full hd (1920 x 1080) widescreen ips monitor amd freesync technology | zero-frame design refresh rate: 75hz | response time: 1ms vrb | brightness: 250 nits | pixel pitch: 0.2745mm 16:9 aspect ratio | 16.7 million colors supported | tilt: -5 degrees to 20 degrees | height adjustment range: 4.7"" | swivel: 360° | pivot ports: 1 x usb 3.1 (type-c) port (gen 1 up to 5 gbps) supporting data, power (15w) and displayport over usb-c, 1 x display port, 1 x hdmi & 1 x audio-out (hdmi and usb type-c cable included)enjoy an outstanding visual experience with an acer cb242y zero frame ips monitor. designed with prosumers in mind, this display features incredible images and colors. through amd freesync technology, the frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. plus, users can enjoy comfortable viewing experience while gaming via flicker-less and low dimming display. the design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (um.qb2aa.008)",monitors,full hd widescreen ip monitor amd freesync technology zero frame design refresh rate hz response time vrb brightness nit pixel pitch mm aspect ratio million color supported tilt degree degree height adjustment range swivel pivot port usb type port gen gbps supporting data power displayport usb display port hdmi audio hdmi usb type cable included enjoy outstanding visual experience acer cb zero frame ip monitor designed prosumers mind display feature incredible image color amd freesync technology frame rate determined graphic card fixed refresh rate monitor giving serious competitive edge plus user enjoy comfortable viewing experience gaming via flicker le low dimming display design save space desk let place multiple monitor side side build seamless big screen display um qb aa
"acer eb321hqu cbidpx 31.5"" wqhd (2560 x 1440) ips monitor (display port, hdmi & dvi port),black"," .   31.5"" wqhd (2560 x 1440) widescreen ips display refresh rate: 60hz. dimensions without stand-28.58 w x 16.67 h x 1.95 d inches response time: 4ms (g to g) acer visioncare technologies ports: 1 x display port 1.2, 1 x hdmi 1.4 & 1 x dvi (w/hdcp) (hdmi cable included)pattern name: monitor | 

style: wqhd (2560 x 1440) | 

color: black the acer eb321hqu cbidpx 31.5"" lcd with led-backlit display combines stylish functionality with amazing 2560 x 1440 resolution, allowing you to enjoy high-definition entertainment in the comfort of your home. incredible 100,000,000:1 contrast ratio and rapid 4ms response time highlight the advanced technology. the eb321hqu cbidpx lcd also features display, hdmi & dvi ports for greater compatibility. (um.je1aa.c01). brightness 300 cd/m² and power 50 w (power on).",monitors,wqhd widescreen ip display refresh rate hz dimension without stand inch response time acer visioncare technology port display port hdmi dvi hdcp hdmi cable included pattern name monitor style wqhd color black acer eb hqu cbidpx lcd led backlit display combine stylish functionality amazing resolution allowing enjoy high definition entertainment comfort home incredible contrast ratio rapid response time highlight advanced technology eb hqu cbidpx lcd also feature display hdmi dvi port greater compatibility um je aa brightness cd power power
